sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3
1,promotion,Male,30–39,High school,Blue-collar worker,Divorced,"<15,000,000 VND",Chinese,1,1,5,2,4,5,3,2,1,1,4,4,4,3,2,3,3,3,3,2,3,3
2,promotion,Female,<20,Bachelor’s degree,Student,Divorced,"36,000,000–45,000,000 VND",Chinese,5,1,3,4,5,4,5,5,5,3,1,1,3,4,4,5,4,6,5,3,4,5
3,promotion,Male,<20,Postgraduate degree,Student,Living with parents,"36,000,000–45,000,000 VND",Chinese,1,3,4,1,1,2,3,2,5,5,3,2,1,1,2,3,3,2,3,1,2,3
4,promotion,Male,30–39,Bachelor’s degree,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,5,4,5,5,2,2,5,1,2,4,1,5,2,3,4,4,3,2,3,2,3,4
5,promotion,Female,<20,Postgraduate degree,Civil servant,Living with parents,">46,000,000 VND",Chinese,3,5,2,3,2,2,2,5,3,1,1,2,5,4,3,4,5,3,4,2,3,4
6,promotion,Male,>60,Postgraduate degree,Office worker,Single,"16,000,000–25,000,000 VND",Chinese,1,4,2,5,4,2,4,1,2,3,1,4,3,1,1,4,3,2,3,1,2,3
7,promotion,Male,>60,Postgraduate degree,Blue-collar worker,Single,"26,000,000–35,000,000 VND",Chinese,1,2,1,3,2,5,4,1,3,4,1,1,1,4,5,3,2,3,2,2,2,3
8,promotion,Female,50–59,Bachelor’s degree,Civil servant,Married,">46,000,000 VND",Chinese,4,4,2,5,3,3,1,5,1,2,3,2,5,3,1,4,3,3,3,2,3,4
9,promotion,Male,20–29,Bachelor’s degree,Other,Divorced,"36,000,000–45,000,000 VND",Chinese,1,2,5,1,4,3,5,2,4,5,3,1,4,1,5,3,3,4,3,2,3,4
10,promotion,Male,40–49,High school,Blue-collar worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,2,3,1,1,2,4,3,1,5,3,5,3,3,1,3,3,2,3,2,2,3
11,promotion,Male,50–59,Postgraduate degree,Managerial employee,Single,">46,000,000 VND",Chinese,4,1,2,3,3,4,5,4,1,5,3,2,3,1,4,3,4,3,3,2,3,4
12,promotion,Male,50–59,Postgraduate degree,Office worker,Single,"<15,000,000 VND",Chinese,5,5,5,4,5,2,3,5,4,1,2,3,4,4,1,4,3,5,4,2,3,4
13,promotion,Female,50–59,Bachelor’s degree,Managerial employee,Living with parents,"16,000,000–25,000,000 VND",Chinese,3,2,5,3,4,1,1,4,4,3,2,1,1,1,5,4,3,5,3,2,3,4
