sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3
1,prevention,Male,<20,Bachelor’s degree,Other,Married,"<15,000,000 VND",Chinese,2,4,5,1,1,3,5,3,3,3,3,5,5,3,3,3,4,4,5,2,3,4
1,promotion,Male,<20,Bachelor’s degree,Other,Married,"<15,000,000 VND",Chinese,2,4,5,1,1,3,5,3,3,3,3,5,5,3,3,4,4,3,5,3,4,5
2,prevention,Female,>60,High school,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,2,3,2,1,4,2,4,3,5,1,3,3,2,4,3,3,4,4,3,4,5,6
2,promotion,Female,>60,High school,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,2,3,2,1,4,2,4,3,5,1,3,3,2,4,3,3,4,4,4,3,3,4
3,prevention,Male,20–29,High school,Blue-collar worker,Married,">46,000,000 VND",Chinese,1,1,4,5,4,5,5,2,5,4,2,4,5,1,1,5,4,5,6,3,4,5
3,promotion,Male,20–29,High school,Blue-collar worker,Married,">46,000,000 VND",Chinese,1,1,4,5,4,5,5,2,5,4,2,4,5,1,1,4,3,2,4,3,2,4
4,prevention,Male,<20,Bachelor’s degree,Student,Single,"<15,000,000 VND",Chinese,5,4,2,5,5,5,5,2,3,5,4,5,4,1,3,4,3,3,4,2,2,3
4,promotion,Male,<20,Bachelor’s degree,Student,Single,"<15,000,000 VND",Chinese,5,4,2,5,5,5,5,2,3,5,4,5,4,1,3,4,3,2,3,3,3,4
5,prevention,Male,50–59,Postgraduate degree,Managerial employee,Married,"16,000,000–25,000,000 VND",Chinese,1,5,4,5,2,3,5,1,3,4,4,1,4,3,4,5,4,4,5,3,4,5
5,promotion,Male,50–59,Postgraduate degree,Managerial employee,Married,"16,000,000–25,000,000 VND",Chinese,1,5,4,5,2,3,5,1,3,4,4,1,4,3,4,5,4,5,4,4,5,5
6,prevention,Female,<20,Bachelor’s degree,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,4,4,3,1,3,2,3,1,1,1,3,3,5,2,1,4,5,4,5,3,4,4
6,promotion,Female,<20,Bachelor’s degree,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,4,4,3,1,3,2,3,1,1,1,3,3,5,2,1,3,4,4,5,3,4,5
7,prevention,Male,50–59,Postgraduate degree,Office worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,3,2,3,1,2,2,3,2,4,1,3,3,2,3,3,3,2,3,2,3,3,4
7,promotion,Male,50–59,Postgraduate degree,Office worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,3,2,3,1,2,2,3,2,4,1,3,3,2,3,3,4,5,5,3,5,6,7
8,prevention,Female,20–29,Bachelor’s degree,Managerial employee,Divorced,"16,000,000–25,000,000 VND",Chinese,1,1,3,1,2,5,3,3,2,2,1,4,4,4,5,3,3,3,3,4,4,5
8,promotion,Female,20–29,Bachelor’s degree,Managerial employee,Divorced,"16,000,000–25,000,000 VND",Chinese,1,1,3,1,2,5,3,3,2,2,1,4,4,4,5,3,4,5,6,2,3,4
9,prevention,Male,20–29,Bachelor’s degree,Office worker,Divorced,"36,000,000–45,000,000 VND",Chinese,1,3,3,1,1,2,1,5,3,2,5,3,1,3,4,3,4,5,6,6,7,7
9,promotion,Male,20–29,Bachelor’s degree,Office worker,Divorced,"36,000,000–45,000,000 VND",Chinese,1,3,3,1,1,2,1,5,3,2,5,3,1,3,4,3,4,3,4,2,3,4
10,prevention,Male,<20,Bachelor’s degree,Student,Single,"36,000,000–45,000,000 VND",Chinese,4,2,2,3,2,4,5,3,5,4,4,4,3,2,3,4,4,5,4,4,5,6
10,promotion,Male,<20,Bachelor’s degree,Student,Single,"36,000,000–45,000,000 VND",Chinese,4,2,2,3,2,4,5,3,5,4,4,4,3,2,3,3,3,4,5,2,4,4
11,prevention,Female,30–39,Bachelor’s degree,Office worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,1,5,1,1,2,1,5,2,5,5,2,2,5,4,3,4,3,3,3,4,5
11,promotion,Female,30–39,Bachelor’s degree,Office worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,4,1,5,1,1,2,1,5,2,5,5,2,2,5,4,3,3,4,3,3,2,3
12,prevention,Male,>60,Postgraduate degree,Student,Single,"36,000,000–45,000,000 VND",Chinese,2,1,2,2,2,5,5,4,4,5,3,4,3,2,4,3,4,5,6,3,4,5
12,promotion,Male,>60,Postgraduate degree,Student,Single,"36,000,000–45,000,000 VND",Chinese,2,1,2,2,2,5,5,4,4,5,3,4,3,2,4,3,4,2,3,2,3,4
13,prevention,Male,>60,Postgraduate degree,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Chinese,1,3,4,3,5,2,5,3,5,1,3,1,5,4,4,3,4,5,4,2,3,4
13,promotion,Male,>60,Postgraduate degree,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Chinese,1,3,4,3,5,2,5,3,5,1,3,1,5,4,4,3,4,5,5,3,4,5
14,prevention,Female,40–49,Postgraduate degree,Other,Living with parents,"<15,000,000 VND",Chinese,1,3,2,2,2,4,3,4,5,4,4,1,2,2,4,3,4,5,6,3,3,4
14,promotion,Female,40–49,Postgraduate degree,Other,Living with parents,"<15,000,000 VND",Chinese,1,3,2,2,2,4,3,4,5,4,4,1,2,2,4,4,4,4,3,3,4,5
15,prevention,Male,>60,Postgraduate degree,Office worker,Single,">46,000,000 VND",Chinese,4,5,2,2,2,4,4,4,5,1,5,1,4,5,3,5,6,4,5,5,7,6
15,promotion,Male,>60,Postgraduate degree,Office worker,Single,">46,000,000 VND",Chinese,4,5,2,2,2,4,4,4,5,1,5,1,4,5,3,3,4,3,4,2,3,4
16,prevention,Male,20–29,Bachelor’s degree,Office worker,Divorced,"16,000,000–25,000,000 VND",Chinese,5,1,5,2,4,4,1,3,5,1,1,5,3,5,5,5,6,5,4,6,5,7
16,promotion,Male,20–29,Bachelor’s degree,Office worker,Divorced,"16,000,000–25,000,000 VND",Chinese,5,1,5,2,4,4,1,3,5,1,1,5,3,5,5,5,4,5,4,6,5,6
17,prevention,Male,<20,Bachelor’s degree,Office worker,Single,"16,000,000–25,000,000 VND",Chinese,4,1,5,1,4,4,3,2,5,3,4,3,1,3,1,4,3,4,5,4,3,5
17,promotion,Male,<20,Bachelor’s degree,Office worker,Single,"16,000,000–25,000,000 VND",Chinese,4,1,5,1,4,4,3,2,5,3,4,3,1,3,1,5,6,6,6,5,5,6
18,prevention,Female,30–39,Bachelor’s degree,Office worker,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,1,4,3,5,5,5,4,3,4,5,1,2,5,3,4,5,5,6,3,4,5
18,promotion,Female,30–39,Bachelor’s degree,Office worker,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,1,4,3,5,5,5,4,3,4,5,1,2,5,3,5,3,4,5,3,4,5
19,prevention,Male,20–29,Postgraduate degree,Office worker,Married,"36,000,000–45,000,000 VND",Chinese,5,5,4,3,3,4,5,4,1,5,5,2,1,1,2,4,3,5,5,6,6,7
19,promotion,Male,20–29,Postgraduate degree,Office worker,Married,"36,000,000–45,000,000 VND",Chinese,5,5,4,3,3,4,5,4,1,5,5,2,1,1,2,4,5,4,5,5,6,6
20,prevention,Female,20–29,Postgraduate degree,Managerial employee,Married,"<15,000,000 VND",Chinese,4,5,4,1,2,2,5,3,3,1,2,1,5,1,5,3,4,3,5,3,4,5
20,promotion,Female,20–29,Postgraduate degree,Managerial employee,Married,"<15,000,000 VND",Chinese,4,5,4,1,2,2,5,3,3,1,2,1,5,1,5,4,3,4,5,3,4,5
21,prevention,Female,<20,Postgraduate degree,Civil servant,Divorced,"36,000,000–45,000,000 VND",Chinese,3,1,1,5,3,1,4,5,2,2,5,3,2,1,3,4,3,4,3,2,3,4
21,promotion,Female,<20,Postgraduate degree,Civil servant,Divorced,"36,000,000–45,000,000 VND",Chinese,3,1,1,5,3,1,4,5,2,2,5,3,2,1,3,3,4,4,5,4,4,5
22,prevention,Male,40–49,Postgraduate degree,Other,Living with parents,">46,000,000 VND",Chinese,4,1,4,3,4,3,2,1,4,4,3,5,2,1,1,3,3,4,4,3,2,3
22,promotion,Male,40–49,Postgraduate degree,Other,Living with parents,">46,000,000 VND",Chinese,4,1,4,3,4,3,2,1,4,4,3,5,2,1,1,3,3,3,3,3,4,5
23,prevention,Male,30–39,Postgraduate degree,Civil servant,Married,"<15,000,000 VND",Chinese,5,5,3,1,4,2,1,4,2,2,4,1,4,4,3,4,5,4,5,3,4,5
23,promotion,Male,30–39,Postgraduate degree,Civil servant,Married,"<15,000,000 VND",Chinese,5,5,3,1,4,2,1,4,2,2,4,1,4,4,3,5,4,5,6,3,4,5
24,prevention,Female,40–49,Bachelor’s degree,Civil servant,Living with parents,"<15,000,000 VND",Chinese,1,5,5,3,1,4,5,5,2,4,1,1,1,3,4,4,5,6,4,5,6,7
24,promotion,Female,40–49,Bachelor’s degree,Civil servant,Living with parents,"<15,000,000 VND",Chinese,1,5,5,3,1,4,5,5,2,4,1,1,1,3,4,3,4,3,3,2,3,4
25,prevention,Female,20–29,Postgraduate degree,Student,Living with parents,"26,000,000–35,000,000 VND",Chinese,1,3,2,2,3,5,4,5,5,5,5,3,3,1,5,3,4,4,3,4,3,4
25,promotion,Female,20–29,Postgraduate degree,Student,Living with parents,"26,000,000–35,000,000 VND",Chinese,1,3,2,2,3,5,4,5,5,5,5,3,3,1,5,3,4,5,4,3,4,5
