lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value
F7,~,F6,0.9174637578918629,0.6507005896540743,0.026963539267732685,34.02608792369358,0.0
F6,~,F1,17.484437880280275,3.049285939857215,46.57299957897951,0.375420051066915,0.7073480950088071
F6,~,F2,11.124736412710003,0.09118315505448495,1736.0140795675286,0.006408206329456362,0.9948870261014493
F6,~,F3,0.14442175405736263,0.2246276863586769,1.787214520196552,0.08080829269527129,0.935594413023439
F6,~,F4,-0.01380106621033316,-0.00025036390539404454,183.61530023377142,-7.516294226440899e-05,0.9999400286488791
F6,~,F5,-15.876246656661449,-6.086139053801122e-08,52.4648192847991,-0.3026074781746375,0.7621890147721
BFI_11,~,F1,1.0,0.06971183649877478,-,-,-
BFI_12,~,F1,2.371219668071887,0.16324921768957038,0.3503168776615993,6.768785117900258,1.2986722808250306e-11
BFI_13,~,F1,1.39157597114864,0.09575204358775684,0.23342566847875654,5.9615379071703165,2.498749429591385e-09
BFI_21,~,F2,1.0,0.003271458743866137,-,-,-
BFI_22,~,F2,69.9503960885007,0.22720999470523492,308.64849227180684,0.22663449794823445,0.8207079647027489
BFI_23,~,F2,8.446383657870525,0.0274420092139597,37.528737448180316,0.2250644234843516,0.8219291569188563
BFI_31,~,F3,1.0,0.6132139118567479,-,-,-
BFI_32,~,F3,0.006399771794748085,0.0039816308320294765,0.05902810459089518,0.10841906307164068,0.9136632801231681
BFI_33,~,F3,-0.0655153841128905,-0.0409059485973708,0.4730390380120564,-0.13849889511884683,0.8898461427690711
BFI_41,~,F4,1.0,0.007289218702093344,-,-,-
BFI_42,~,F4,15.909218633522404,0.11443431375708363,83.82367355143754,0.1897938608448088,0.8494706667964413
BFI_43,~,F4,31.63743430867944,0.22829469091320093,166.60554741820954,0.18989424301259109,0.8493920038011946
BFI_51,~,F5,1.0,1.5223336474086907e-09,-,-,-
BFI_52,~,F5,0.6129757832449806,9.290167994722081e-10,0.173499653897375,3.533008680259515,0.0004108589815441377
BFI_53,~,F5,0.26371940085893514,4.014619689140369e-10,0.15182853715196862,1.736955422242101,0.08239503960950012
ad_att_1,~,F6,1.0,0.6709745022267735,-,-,-
ad_att_2,~,F6,0.9531609844429445,0.6029451935918594,0.027177383115350753,35.0718455990523,0.0
ad_att_3,~,F6,1.1060173918788825,0.6548528326512706,0.029538979388279957,37.44264069869216,0.0
ad_att_4,~,F6,1.4228748829822107,0.7294888485907642,0.035272052881187684,40.34000764669866,0.0
intent_1,~,F7,1.0,0.8216805261803922,-,-,-
intent_2,~,F7,1.1480782805290655,0.926612362319367,0.014707960723313755,78.05829115597074,0.0
intent_3,~,F7,1.0721189136546598,0.8702102862546602,0.01459573351966996,73.45426744989301,0.0
F1,~~,F1,0.00960696478979525,1.0000000000000004,0.007210468957040603,1.3323633796498415,0.18274080957909877
F1,~~,F2,-0.0003110688620830998,-0.6889567076583498,0.0013800007186079615,-0.2254121013585196,0.8216586983538445
F2,~~,F2,2.121988453899464e-05,1.0000000000000002,0.00019292142115175472,0.10999237048077937,0.9124154256754546
F3,~~,F3,0.7641077111810392,1.0,5.521123992225332,0.1383971293267263,0.8899265656511193
F3,~~,F1,-0.013725559549457377,-0.1601989508754402,0.010066459745142147,-1.3634942070589948,0.1727268089269094
F3,~~,F2,3.739380789793192e-05,0.0092864749830584,0.00043864659242227503,0.08524814385583011,0.9320641165908989
F3,~~,F5,-0.008446703550268147,-4485070.8215668965,0.023794720805053772,-0.35498225085789475,0.7226028882064912
F4,~~,F4,0.00010394686636553641,0.9999999999999998,0.0010928851095821884,0.09511234562447567,0.924225592142798
F4,~~,F1,-0.0001808156913367207,-0.18094113741822965,0.0009917087227051169,-0.18232741833829624,0.8553257825824789
F4,~~,F2,1.3637500230674716e-05,0.2903738895565355,9.431836029306288e-05,0.14459008875589693,0.8850345230237595
F4,~~,F3,0.000951800890762636,0.10679799881849783,0.0050714321898658364,0.18767891493786032,0.8511283599872435
F4,~~,F5,-8.075382047499807e-05,-3676348.90486063,0.0007960952955685229,-0.10143737919703598,0.9192032651797437
