lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value
F7,~,F6,0.07415978082645104,0.1005336002295372,0.01078707875918374,6.874871545406965,6.20459239542015e-12
F6,~,F1,4.916605655345926,0.99133820079451,2.6144327092863566,1.8805630903715616,0.06003137656011681
F6,~,F2,0.13879906543892248,0.06254366588152244,0.35473881166669907,0.39127115746484,0.6955968159256418
F6,~,F3,0.26320382022782607,0.14085870246705004,2.9313556739450175,0.08978911108167119,0.9284548013356075
F6,~,F4,0.02299454055599802,0.01178074450679299,0.37639416316905644,0.06109165020608726,0.9512862189018141
F6,~,F5,0.14556186108765498,0.06556970522379293,0.9100836781722427,0.1599433816677525,0.8729256747586409
BFI_11,~,F1,1.0,0.20166715619443057,-,-,-
BFI_12,~,F1,0.673405624446842,0.1369181254092923,0.08635521335203675,7.798088827524866,6.217248937900877e-15
BFI_13,~,F1,0.10612395549688242,0.02124536937378997,0.07388351305388087,1.4363685632822203,0.15089749360450688
BFI_21,~,F2,1.0,0.45447698633756567,-,-,-
BFI_22,~,F2,0.05095826011587991,0.02300067835597342,0.08914584658697648,0.571627978938874,0.5675740362507495
BFI_23,~,F2,0.15741170376905736,0.07109828714919521,0.19336023463495203,0.814085192156616,0.41559614827920566
BFI_31,~,F3,1.0,0.5363423262198577,-,-,-
BFI_32,~,F3,-0.02691577206057264,-0.014556101674492337,0.295928331291258,-0.09095368443784012,0.9275293929133996
BFI_33,~,F3,-0.01736798096452305,-0.009391658093083921,0.1946767232284078,-0.08921447143969315,0.9289114646928058
BFI_41,~,F4,1.0,0.5142456876921923,-,-,-
BFI_42,~,F4,-0.0007954705200571231,-0.00041211681775723993,0.05515207977398714,-0.014423218912188495,0.9884923353027324
BFI_43,~,F4,-0.04582500417305158,-0.023611946907024287,0.5027904769164655,-0.09114135266442983,0.9273802746847433
BFI_51,~,F5,1.0,0.4561413281489668,-,-,-
BFI_52,~,F5,0.028691500299773656,0.012868315380327792,0.17851236413074562,0.16072556340466573,0.8723095545030066
BFI_53,~,F5,-0.06412970197828188,-0.029232323861675995,0.3740085891816768,-0.171465853547441,0.8638574777121519
ad_att_1,~,F6,1.0,0.7953854490495801,-,-,-
ad_att_2,~,F6,0.8377851088040247,1.0,0.014581724046798946,57.454461904351085,0.0
ad_att_3,~,F6,0.47189852712267644,0.6013022794652688,0.010529427804083486,44.81711027971048,0.0
ad_att_4,~,F6,0.11008716027774632,0.10524877237382843,0.015200572054345333,7.242303768365993,4.412026299860372e-13
intent_1,~,F7,1.0,0.7452346447058422,-,-,-
intent_2,~,F7,1.1696423819607165,0.9999999999999998,0.018623258312490624,62.80546412833847,0.0
intent_3,~,F7,1.205649530137072,0.8167782552652684,0.020020234747203845,60.22154811372725,0.0
F1,~~,F1,0.08210107438802833,1.0,0.042981319796188154,1.910157128153133,0.05611298526815012
F1,~~,F2,0.016129138761174295,0.0879067071230613,0.02415655895378872,0.6676919006287899,0.5043302811176189
F2,~~,F2,0.41004308431805825,1.0000000000000002,0.5190626845722902,0.7899683342776711,0.42954626157978604
F3,~~,F3,0.5783875013683518,1.0,6.360421555479902,0.09093540362429968,0.927543918697175
F3,~~,F1,-0.017159029555584186,-0.07874243712349437,0.02450815863523068,-0.7001354043064584,0.4838427473991809
F3,~~,F2,0.00024301718105435483,0.0004990140611406337,0.02884968898866349,0.00842356328837462,0.9932790483877967
F3,~~,F5,-0.02065025758349636,-0.04241724299725237,0.028939967411677835,-0.7135549701569474,0.475502410479957
F4,~~,F4,0.5300683958104093,1.0,5.832275659902997,0.09088534677030931,0.927583693584378
F4,~~,F1,-0.0019124956536581209,-0.00916769341176524,0.024451600324761423,-0.07821556168833566,0.9376565835025499
F4,~~,F2,0.04708870380476196,0.10100340958576443,0.028841018098888057,1.6326990830099972,0.102532300400769
F4,~~,F3,-0.027738158910713746,-0.0500959049844264,0.02922553037685078,-0.9491071180605752,0.3425661345154918
F4,~~,F5,0.017299756572141917,0.03711935748790239,0.028885835574705712,0.5989010263110336,0.5492388870177611
F5,~~,F5,0.4097766169354853,1.0,2.4039758208989475,0.17045787789249983,0.8646500580893883
F5,~~,F1,0.0017421376088941087,0.009498049962896106,0.024214024842571052,0.07194746103337939,0.9426437194460862
F5,~~,F2,-0.00690257410829472,-0.016839250050599348,0.028517649997719205,-0.24204568429042125,0.8087447645116435
F6,~~,F6,0.0,0.0,1.0950947139942113,0.0,1.0
F7,~~,F7,1.0877737263687437,0.9898929952248875,0.03745791596309128,29.039889122809953,0.0
BFI_11,~~,BFI_11,1.9366301112721989,0.9593303581124512,0.05745571043741198,33.70648620467612,0.0
BFI_12,~~,BFI_12,1.9487746284762775,0.9812534269344054,0.04430775218517019,43.982701272861,0.0
BFI_13,~~,BFI_13,2.047627982027759,0.9995486342801714,0.042183995932825305,48.540398715188225,0.0
BFI_21,~~,BFI_21,1.5751634622901258,0.793450668889524,0.5194799705940304,3.032192868737324,0.002427840241214785
BFI_22,~~,BFI_22,2.0116275208528416,0.9994709687951648,0.041528302950767586,48.43991634305923,0.0
BFI_23,~~,BFI_23,1.9997897728653486,0.9949450335644506,0.0432158352466532,46.274467713173394,0.0
BFI_31,~~,BFI_31,1.4322545297972438,0.7123369091050719,6.360423557860277,0.2251822566167034,0.821837492170779
BFI_32,~~,BFI_32,1.9771990540612683,0.9997881199040416,0.04099611093251862,48.228941942019695,0.0
BFI_33,~~,BFI_33,1.9778562021048938,0.9999117967582625,0.04079501642614681,48.4827896965557,0.0
BFI_41,~~,BFI_41,1.4743602193134082,0.7355513726899844,5.832287655956409,0.25279278154386264,0.8004283460713173
BFI_42,~~,BFI_42,1.9748737666756577,0.9999998301597286,0.04068233049462627,48.54377177059645,0.0
BFI_43,~~,BFI_43,1.9954054052988601,0.9994424759632599,0.042891012303660575,46.522693172295156,0.0
BFI_51,~~,BFI_51,1.5596886546593722,0.7919350887544966,2.4040628863423703,0.6487719865896233,0.5164857668552612
BFI_52,~~,BFI_52,2.0367530476171996,0.9998344064592727,0.04202475742386176,48.46555155633714,0.0
BFI_53,~~,BFI_53,1.9704601541240332,0.9991454712416462,0.04179779166124057,47.14268567217426,0.0
ad_att_1,~~,ad_att_1,1.1726673732137398,0.3673619874401981,0.036284010637862636,32.31912218539958,0.0
ad_att_2,~~,ad_att_2,3.118915340823656e-16,2.2004038878367985e-16,0.019002446029660378,1.641323088507289e-14,0.9999999999999869
ad_att_3,~~,ad_att_3,0.7940804925670136,0.6384355687098717,0.017433677435912873,45.548651191955756,0.0
ad_att_4,~~,ad_att_4,2.184929930937813,0.988922695913802,0.04501065480888729,48.542504883929375,0.0
intent_1,~~,intent_1,0.8797482996798688,0.444625324330157,0.020723015005927187,42.452717395890076,0.0
intent_2,~~,intent_2,7.787996474036584e-16,5.180470910158306e-16,0.013749434601290949,5.664230347871132e-14,0.9999999999999547
intent_3,~~,intent_3,0.7970087319007657,0.33287328172582425,0.021976924792615864,36.26570775417546,0.0
